sent1,sent2,score
"['n', 'korea', 'warns', 'of', 'retaliation', 'for', 'south', 'korea', 'drill']","['north', 'warns', 'of', 'retaliation', 'for', 'seoul', '##s', 'naval', 'drill', 'plan']",3.6
"['a', 'tale', 'of', 'two', 'passes', 'how', 'the', 'new', 'york', 'giants', 'won', 'the', 'super', 'bowl']","['lesser', 'of', 'two', 'evil', '##s', 'triumph', '##s', 'in', 'super', 'bowl']",1.4
"['one', 'dead', 'in', 'new', 'israeli', 'strike', 'on', 'gaza']","['two', 'killed', 'in', 'new', 'israeli', 'strike', 'on', 'gaza', 'med', '##ics']",3.6
"['germany', 'likely', 'to', 'press', 'russia', 'on', 'syrian', 'crisis']","['what', 'is', 'russia', 'thinking', 'on', 'syria', 'a', 'brief', 'guide']",1.0
"['four', 'seriously', 'injured', 'in', 'mn', '##um', 'motorway', 'crash']","['four', 'injured', 'in', 'motorway', 'crash']",3.6
"['un', 'aid', 'chief', 'amos', 'enters', 'baba', 'am', '##r', 'with', 'red', 'crescent']","['syria', '##s', 'besieged', 'baba', 'am', '##r', 'is', 'deserted', 'red', 'cross', 'says']",2.0
"['dozens', 'killed', 'in', 'nigerian', 'riots']","['dozens', 'killed', 'in', 'kenyan', 'clashes']",1.0
"['profiles', 'of', 'egypt', '##s', 'main', 'presidential', 'candidates']","['second', 'day', 'of', 'egyptian', 'presidential', 'election']",1.2
"['actor', 'ga', '##zza', '##ra', 'dead', 'at', 'nu', '##m']","['actor', 'ben', 'ga', '##zza', '##ra', 'dies', 'at', 'nu', '##m']",4.4
"['british', 'gold', 'rush', 'silence', '##s', 'grip', '##es', 'over', 'cost']","['nu', '##m', 'british', 'soldiers', 'killed', 'in', 'afghan', 'insider', 'attack']",0.6
"['avalanche', 'bu', '##ries', 'at', 'least', 'nu', '##m', 'pakistani', 'soldiers']","['avalanche', 'bu', '##ries', 'over', 'nu', '##m', 'pakistani', 'soldiers']",4.6
"['inflation', 'falls', 'to', 'nu', '##mmon', '##th', 'low', 'what', 'the', 'analysts', 'say']","['inflation', 'falls', 'to', 'nu', '##mmon', '##th', 'low']",4.6
"['ko', '##men', 'won', '##t', 'cut', 'planned', 'parent', '##hood', 'funding']","['susan', 'g', 'ko', '##men', 'in', 'ut', '##urn', 'over', 'planned', 'parent', '##hood', 'funding', 'cut']",3.0
"['fore', '##x', 'amp', 'gold', 'nu', '##m', 'august', 'nu', '##m']","['fore', '##x', 'gold', 'nu', '##m', 'july', 'nu', '##m']",2.2
"['iran', 'says', 'un', 'nuclear', 'talks', 'will', 'continue']","['iran', 'says', 'nuclear', 'talks', 'with', 'un', 'constructive']",2.8
"['ag', '##ri', '##bus', '##iness', 'mad', 'cow', 'disease', 'found', 'in', 'california']","['usd', '##a', 'confirms', 'case', 'of', 'mad', 'cow', 'disease', 'in', 'california']",4.2
"['bp', 'sells', 'some', 'gulf', 'of', 'mexico', 'assets', 'for', 'nu', '##m', 'bi', '##l']","['bp', 'sells', 'gulf', 'of', 'mexico', 'assets', 'to', 'plains', 'for', 'nu', '##m', 'bn']",3.6
"['nu', '##m', 'potential', 'jimmy', 'sa', '##vil', '##e', 'victims', 'police']","['uk', 'nu', '##m', 'potential', 'sa', '##vil', '##e', 'abuse', 'victims', 'emerge']",3.6
"['armstrong', 'steps', 'down', 'from', 'lives', '##tron', '##g']","['armstrong', 'standing', 'down', 'from', 'lives', '##tron', '##g']",4.6
"['us', 'drone', 'strike', 'kills', 'nu', '##m', 'militants', 'in', 'pakistan']","['us', 'drone', 'strikes', 'kill', 'nu', '##m', 'suspected', 'militants', 'in', 'yemen']",1.8
"['syrian', 'govt', 'won', '##t', 'stop', 'attacks']","['syrian', 'opposition', 'reports', 'massacre']",1.0
"['chinese', 'stocks', 'close', 'higher', 'midday', 'friday']","['chinese', 'stocks', 'higher', 'at', 'midday', 'friday']",4.6
"['myanmar', 'opposition', 'claims', 'su', '##u', 'ky', '##i', 'win']","['voters', 'in', 'myanmar', 'hopeful', 'as', 'su', '##u', 'ky', '##is', 'party', 'claims', 'win']",3.2
"['obama', '##s', 'poll', 'rating', 'drops', 'in', 'boost', 'for', 'republican', 'rivals']","['obama', '##s', 'big', 'hispanic', 'win', 'worries', 'republicans']",1.0
"['two', 'aus', '##t', 'soldiers', 'wounded', 'in', 'afghanistan']","['nu', '##m', 'foreign', 'soldiers', 'killed', 'in', 'afghan', 'east']",1.2
"['new', 'syria', 'opposition', 'chief', 'wants', 'nos', '##tri', '##ng', '##s', 'aid']","['syria', 'opposition', 'unite', '##s', 'as', 'israel', 'fires', 'warning', 'shots']",1.0
"['south', 'africa', 'mine', 'clash', 'kills', 'at', 'least', 'nu', '##m']","['south', 'africa', 'train', 'crash', 'kills', 'nu', '##m']",0.8
"['syrian', 'forces', 'bomb', '##ard', 'ho', '##ms', 'russia', 'warns', 'of', 'civil', 'war']","['syrian', 'forces', 'bomb', '##ard', 'ho', '##ms', 'la', '##vr', '##ov', 'arrives', 'for', 'talks']",2.6
"['egypt', 'presidential', 'election', 'results', 'delayed']","['egyptian', 'election', 'result', 'delayed']",4.2
"['deadline', 'passes', 'with', 'no', 'new', 'iran', 'sanctions']","['eu', 'moves', 'closer', 'to', 'new', 'iran', 'sanctions']",1.6
"['arrested', 'russian', 'killer', 'denies', 'ties', 'to', 'pussy', 'riot']","['dozens', 'arrested', 'in', 'russian', 'tv', 'tower', 'protest']",0.8
"['norway', 'memorial', 'honours', 'nu', '##m', 'massacre', 'victims']","['norway', 'marks', 'anniversary', 'of', 'massacre']",2.8
"['us', 'afghanistan', 'general', 'linked', 'to', 'petra', '##eus', 'scandal']","['senior', 'us', 'general', 'linked', 'to', 'petra', '##eus', 'scandal']",3.8
"['chinese', 'stocks', 'fall', 'after', 'rr', '##r', 'cut', 'may', 'nu', '##m']","['chinese', 'stocks', 'gain', 'at', 'midday', 'monday']",2.0
"['nk', '##ore', '##a', 'makes', 'significant', 'nuclear', 'reactor', 'progress', 'ia', '##ea']","['n', 'korea', 'vows', 'to', 'expand', 'nuclear', 'deter', '##rent']",2.8
"['maldives', 'president', 'quit', '##s', 'after', 'police', 'mutiny', 'protests']","['maldives', 'president', 'quit', '##s', 'after', 'weeks', 'of', 'protest']",3.4
"['nato', 'strike', 'kills', 'civilians', 'in', 'afghanistan']","['two', 'nato', 'soldiers', 'killed', 'in', 'afghanistan']",0.8
"['al', '##qa', '##ida', 'says', 'it', 'captures', 'nu', '##m', 'yemen', '##i', 'soldiers', 'in', 'ab', '##yan', '##s', 'battle']","['al', 'qaeda', 'clashes', 'blasts', 'kill', 'nu', '##m', 'soldiers', 'in', 'yemen']",1.4
"['navy', 'jet', 'crashes', 'into', 'us', 'apartments', 'pilots', 'e', '##ject']","['us', 'navy', 'jet', 'crashes', 'into', 'virginia', 'apartment', 'buildings']",3.4
"['china', 'stocks', 'open', 'higher', 'wednesday']","['us', 'stocks', 'open', 'higher', 'despite', 'gdp', 'miss']",0.8
"['idf', 'to', 'deploy', 'iron', 'dome', 'in', 'central', 'israel']","['major', 'snow', '##storm', 'barrels', 'down', 'on', 'central', 'plains']",0.0
"['nu', '##m', 'killed', 'in', 'us', 'drone', 'strike', 'in', 'pakistan']","['us', 'drone', 'strike', 'kills', 'nu', '##m', 'in', 'pakistan']",3.0
"['us', 'teen', 'held', 'in', 'chicago', 'jihad', 'car', 'bomb', 'plot']","['chicago', 'teen', 'arrested', 'in', 'chicago', 'car', 'bomb', 'plot']",3.4
"['pc', 'david', 'rat', '##h', '##band', 'twin', 'brothers', 'fears', 'for', 'his', 'best', '##est', 'mate']","['david', 'mil', '##iba', '##nd', 'my', 'brother', 'and', 'a', 'return', 'to', 'old', 'labour']",0.2
"['syrian', 'forces', 'move', 'to', 're', '##take', 'aleppo']","['syrian', 'regime', 'bids', 'to', 're', '##take', 'city', 'of', 'aleppo']",4.4
"['nu', '##mme', '##mber', 'parliamentary', 'trade', 'team', 'leaves', 'for', 'india']","['commerce', 'secretary', 'to', 'take', 'leave', 'of', 'absence']",0.0
"['wall', 'street', 'opens', 'lower']","['wall', 'street', 'ends', 'mixed']",2.0
"['europe', 'shares', 'bounce', 'as', 'more', 'china', 'stimulus', 'seen']","['oil', 'prices', 'rise', 'on', 'hopes', 'for', 'stimulus']",0.8
"['stock', 'index', 'futures', 'point', 'to', 'lower', 'start']","['stock', 'index', 'futures', 'signal', 'early', 'losses']",4.4
"['man', 'charged', 'after', 'mp', 'hurt', 'in', 'attack']","['man', 'charged', 'with', 'murder', 'in', 'flat']",1.4
"['nokia', 'ap', '##olo', '##gis', '##es', 'for', 'fake', '##d', 'ad']","['us', 'wai', '##ves', 'riders', 'for', 'pak', 'aid']",0.0
"['us', 'drone', 'strike', 'kills', 'nu', '##m', 'militants', 'in', 'pakistan']","['drone', 'strike', 'kills', 'four', 'suspected', 'militants', 'in', 'pakistan']",3.0
"['syria', 'rebels', 'leave', 'besieged', 'ho', '##ms']","['syrian', 'rebels', 'retreat', 'from', 'besieged', 'ho', '##ms', 'district']",4.4
"['us', 'orders', 'none', '##ssen', '##tial', 'staff', 'to', 'leave', 'sudan', 'tunisia']","['us', 'orders', 'none', '##ssen', '##tial', 'staff', 'to', 'leave', 'tunisia', 'sudan']",4.0
"['egypt', '##s', 'mu', '##bara', '##k', 'critical']","['egypt', '##s', 'mu', '##bara', '##k', 'in', 'critical', 'condition']",4.6
"['ass', '##ad', 'says', 'mercenaries', 'are', 'behind', 'syria', 'unrest']","['ass', '##ad', 'accuse', '##s', 'us', 'of', 'fuel', '##ing', 'syrian', 'uprising']",3.33333333333333
"['japan', 'pm', 'dissolve', '##s', 'lower', 'house', 'for', 'election']","['iran', 'and', 'world', 'powers', 'set', 'for', 'nuclear', 'talks']",0.0
"['two', 'killed', 'in', 'new', 'israeli', 'strike', 'on', 'gaza', 'med', '##ics']","['nu', '##m', 'die', 'in', 'strikes', 'on', 'gaza', 'militants', 'barrage', 'israel']",2.0
"['navy', 'jet', 'crashes', 'into', 'virginia', 'buildings', 'injuring', 'six']","['navy', 'jet', 'crashes', 'into', 'virginia', 'apartments', '##num', 'hurt']",3.2
"['one', 'nato', 'soldier', 'killed', 'in', 's', 'afghanistan']","['british', 'soldier', 'killed', 'in', 'southern', 'afghanistan']",3.2
"['spain', 'job', '##less', 'rate', 'hits', 'new', 'high']","['spain', '##s', 'job', '##less', 'claims', 'hit', 'new', 'high']",4.2
"['turkey', 'scramble', '##s', 'jets', 'near', 'border']","['turkey', 'scramble', '##s', 'jets', 'to', 'syrian', 'border']",3.6
"['two', 'die', 'in', 'syria', 'violence', 'after', 'un', 'monitors', 'land']","['two', 'year', 'doping', 'ban', 'for', 'con', '##tad', '##or']",0.0
"['civilian', 'defect', '##or', 'killed', 'in', 'syria', 'says', 'ngo']","['syria', 'gunmen', 'kill', 'three', 'syrian', 'officers', 'ngo']",1.0
"['taiwan', 'rattled', 'by', 'strong', 'earthquake']","['china', 'rocked', 'by', 'twin', 'earthquakes']",1.2
"['bank', 'of', 'england', '##s', 'paul', 'tucker', 'tainted', 'by', 'li', '##bor', 'mess']","['bank', 'of', 'england', 'deputy', 'denies', 'ordering', 'rate', '##ri', '##gging']",2.8
"['red', 'cross', 'says', 'negotiating', 'halt', 'to', 'fighting', 'in', 'syria', 'to', 'take', 'aid']","['red', 'cross', 'negotiating', 'syria', 'ceasefire', 'to', 'bring', 'aid']",4.4
"['syrian', 'forces', 'shoot', 'civilians', 'on', 'bus']","['syrian', 'forces', 'rebels', 'clash', 'near', 'turkey']",0.8
"['german', 'parliament', 'overwhelmingly', 'backs', 'greek', 'rescue', 'deal']","['german', 'parliament', 'end', '##ors', '##es', 'greek', 'bail', '##out']",4.4
"['bombings', 'clashes', 'continue', 'in', 'syria']","['bombings', 'clashes', 'as', 'syria', 'opposition', 'seeks', 'arms']",3.4
"['burma', '##s', 'reforms', 'bring', 'easing', 'of', 'us', 'sanctions']","['burma', 'activists', 'say', 'go', 'slow', 'on', 'easing', 'sanctions']",2.4
"['usa', '##in', 'bolt', 'wins', 'nu', '##mm', 'steven', 'howard', 'reaction']","['facebook', 'mobile', 'gains', 'drive', 'revenue', 'growth', 'reaction']",0.2
"['dozens', 'dead', 'in', 'taliban', 'resort', 'attack']","['india', 'police', 'name', 'nu', '##m', 'iranian', '##s', 'in', 'embassy', 'attack']",0.4
"['heavy', 'fighting', 'rocks', 'eastern', 'syria', 'ahead', 'of', 'poll']","['heavy', 'fighting', 'rocks', 'eastern', 'syria', 'residents']",3.8
"['china', 'yuan', 'weaken', '##s', 'to', 'nu', '##m', 'against', 'usd', 'monday']","['china', 'yuan', 'retreat', '##s', 'to', 'nu', '##m', 'against', 'usd', 'thursday']",2.8
"['nu', '##m', 'dead', 'in', 'christian', 'school', 'shooting']","['nu', '##m', 'wounded', 'in', 'ohio', 'school', 'shooting']",1.4
"['indonesia', 'anti', '##ter', '##ror', 'squad', 'kills', 'two', 'suspected', 'militants']","['indonesia', 'police', 'shoot', 'dead', 'suspected', 'militants', 'in', 'bali']",3.2
"['us', 'election', 'mit', '##t', 'romney', 'con', '##cede', '##s', 'defeat', 'as', 'barack', 'obama', 'wins', 'second', 'term']","['romney', 'con', '##cede', '##s', 'election', 'to', 'obama', 'in', 'phone', 'call']",4.0
"['armenians', 'vote', 'in', 'parliamentary', 'elections']","['armenia', '##s', 'parliamentary', 'vote', 'a', 'test', 'for', 'president']",3.2
"['sac', '##hin', 'tend', '##ul', '##kar', 'is', 'sworn', 'in', 'as', 'indian', 'senator']","['mp', 'sac', '##hin', 'tend', '##ul', '##kar', 'says', 'no', 'to', 'govt', 'bungalow']",1.6
"['navy', 'jet', 'crashes', 'into', 'apartment', 'building']","['us', 'navy', 'jet', 'crashes', 'into', 'virginia', 'apartment', 'buildings']",3.6
"['romney', 'wins', 'big', 'in', 'puerto', 'rico', 'primary']","['romney', 'wins', 'illinois', 'primary']",1.5
"['yahoo', 'to', 'name', 'google', '##s', 'mayer', 'as', 'ceo', 'report']","['yahoo', 'names', 'google', 'ex', '##ec', 'mayer', 'as', 'ceo']",4.2
"['us', 'soldier', 'accused', 'of', 'afghan', 'massacre', 'hires', 'prominent', 'criminal', 'lawyer']","['us', 'soldier', 'accused', 'of', 'killing', 'afghan', 'civilians', 'identified']",2.0
"['nu', '##mma', '##gni', '##tu', '##de', 'quake', 'hits', 'northern', 'italy', 'us', '##gs']","['nu', '##mma', '##gni', '##tu', '##de', 'quake', 'hits', 'sun', '##da', 'strait', 'indonesia', 'us', '##gs']",1.6
"['us', 'govt', 'officially', 'designate', '##s', 'ha', '##q', '##qa', '##ni', 'network', 'as', 'terrorists']","['us', 'designate', '##s', 'ha', '##q', '##qa', '##ni', 'network', 'as', 'terrorists']",4.4
"['motor', 'racing', 'button', 'fastest', 'in', 'years', 'first', 'f', '##num', 'practice']","['button', 'boasts', 'best', 'time', 'after', 'first', 'practice']",3.0
"['rangers', 'voted', 'into', 'division', 'three']","['rangers', 'voted', 'into', 'third', 'division']",4.8
"['newark', 'mayor', 'saves', 'neighbor', 'from', 'fire']","['newark', 'mayor', 'rescues', 'neighbor', 'from', 'burning', 'house']",4.2
"['f', '##num', 'protests', 'in', 'bahrain']","['a', 'day', 'of', 'rage', 'in', 'bahrain']",2.25
"['new', 'york', 'stock', 'exchange', 'to', 're', '##open', 'wednesday']","['deal', '##book', 'stock', 'exchanges', 'prepare', 'to', 'open']",3.0
"['ho', '##ms', 'mortar', 'fire', 'kills', 'nu', '##m']","['ho', '##ms', 'offensive', 'kills', 'nu', '##m']",2.6
"['hundreds', 'honor', 'student', 'killed', 'in', 'ohio', 'shooting']","['funeral', 'set', 'for', 'ohio', 'shooting', 'victim']",2.0
"['bombs', 'in', 'southern', 'thailand', 'kill', 'nu', '##m', 'wound', 'nu', '##m']","['bombs', 'in', 'thailand', 'kill', 'nu', '##m', 'wound', 'nu', '##m']",3.0
"['us', 'law', '##makers', 'take', 'next', 'step', 'on', 'new', 'iran', 'sanctions']","['somalia', 'law', '##makers', 'to', 'vote', 'for', 'new', 'president']",0.2
"['barack', 'obama', 'admits', 'us', 'has', 'more', 'nuclear', 'weapons', 'than', 'we', 'need']","['french', 'gun', '##man', 'wants', 'to', 'die', 'with', 'weapons', 'in', 'hands']",0.4
"['nu', '##m', 'rockets', 'hit', 'in', 'the', 'es', '##h', '##ko', '##l', 'region', 'no', 'injuries']","['nu', '##m', 'rockets', 'in', 'nu', '##m', 'minutes', 'in', 'es', '##h', '##ko', '##l', 'regional', 'council']",1.8
"['betrayed', 'disabled', 'workers', 'protest', 'against', 're', '##mp', '##lo', '##y', 'closure', '##s']","['may', 'day', 'marked', 'by', 'protests', 'against', 'aus', '##ter', '##ity', 'cuts']",0.6
"['dr', 'congo', 'rebels', 'kill', 'park', 'rangers']","['rebels', 'kill', 'two', 'park', 'rangers', 'in', 'eastern', 'congo']",4.0
"['nine', 'pakistani', 'troops', 'killed', 'in', 'militant', 'ambush']","['trade', 'pakistan', 'india', 'agree', 'to', 'take', 'it', 'a', 'step', 'ahead']",0.8
"['nu', '##m', 'dead', 'in', 'egypt', 'soccer', 'violence']","['at', 'least', 'nu', '##m', 'die', 'in', 'egyptian', 'soccer', 'pitch', 'invasion']",3.2
"['unrest', 'in', 'tense', 'nigeria', 'leaves', 'at', 'least', 'nu', '##m', 'dead']","['southwest', 'china', 'quake', '##s', 'kill', 'at', 'least', 'nu', '##m']",0.2
"['hurricane', 'sandy', 'makes', 'landfall', 'in', 'southeastern', 'jamaica', 'nh', '##c']","['hurricane', 'sandy', 'reaches', 'jamaica']",3.0
"['remarks', 'with', 'prime', 'minister', 'elk', '##ei', '##b', 'after', 'their', 'meeting']","['remarks', 'with', 'foreign', 'minister', 'ko', '##ichi', '##ro', 'gem', '##ba']",1.5
"['barr', '##ick', 'in', 'talks', 'with', 'china', 'firm', 'over', 'african', 'assets']","['obama', 'aide', 'holds', 'talks', 'in', 'china', 'after', 'syria', 'veto']",1.2
"['mall', 'attackers', 'used', 'less', 'is', 'more', 'strategy']","['in', 'kenya', 'attackers', 'used', 'less', 'is', 'more', 'strategy']",3.0
"['weak', 'earnings', 'drag', 'stocks', 'lower']","['weak', 'earnings', 'drag', 'stocks', 'lower', 'on', 'wall', 'street']",3.8
"['nu', '##m', 'quake', 'strikes', 'off', 'solomon', 'islands']","['magnitude', 'nu', '##m', 'quake', 'strikes', 'off', 'solomon', 'islands', 'us', '##gs']",3.2
"['liquid', 'ammonia', 'leak', 'kills', 'nu', '##m', 'in', 'shanghai']","['liquid', 'ammonia', 'leak', 'kills', 'at', 'least', 'nu', '##m', 'in', 'shanghai']",4.6
"['friends', 'of', 'syria', 'recognizes', 'opposition', 'coalition', 'as', 'legitimate', 'representative', 'of', 'syrian', 'people']","['us', 'friends', 'of', 'syria', 'recognise', 'opposition', 'as', 'sole', 'representative']",4.0
"['wei', '##ner', 'stays', 'in', 'nyc', 'mayors', 'race', 'amid', 'new', 'sex', '##ting', 'scandal']","['wei', '##ner', 'shrugs', 'off', 'latest', 'online', 'sex', 'scandal']",3.0
"['death', 'toll', 'rises', 'in', 'russia', 'plane', 'crash']","['death', 'toll', 'rises', 'to', 'nu', '##m', 'in', 'italy', 'coach', 'crash']",0.0
"['indian', 'media', 'commonwealth', 'summit']","['indian', 'pm', 's', '##nu', '##bs', 'commonwealth', 'summit']",2.8
"['syria', 'military', 'police', 'chief', 'defects', 'to', 'opposition']","['syria', 'military', 'police', 'chief', 'defects', 'to', 'rebels']",5.0
"['boeing', 'nu', '##m', 'dream', '##liner', 'catches', 'fire', 'stock', 'takes', 'a', 'beating']","['boeing', 'stock', 'tumble', '##s', 'after', 'fire', 'on', 'nu', '##m', 'dream', '##liner']",4.6
"['y', '##vet', '##te', 'cooper', 'backs', 'gay', 'marriage', 'bill']","['white', 'house', 'backs', 'gay', 'marriage']",2.6
"['five', 'killed', 'in', 'belgian', 'coach', 'crash']","['teenagers', 'among', 'nu', '##m', 'dead', 'in', 'belgian', 'bus', 'crash']",3.8
"['gunmen', 'abd', '##uc', '##t', 'seven', 'foreign', 'workers', 'in', 'nigeria']","['seven', 'foreign', 'workers', 'kidnapped', 'in', 'nigeria']",3.4
"['swiss', 'tourist', 'gang', '##ra', '##ped', 'in', 'india']","['swiss', 'tourist', 'gang', 'raped', 'in', 'india', 'say', 'police']",5.0
"['palestinians', 'clash', 'with', 'israeli', 'forces', 'in', 'west', 'bank', 'jerusalem']","['palestinians', 'clash', 'with', 'security', 'forces', 'in', 'w', 'bank']",4.2
"['israel', 'planes', 'strike', 'inside', 'syria']","['israel', 'launches', 'airs', '##tri', '##ke', 'into', 'syria']",4.6
"['iranian', '##s', 'vote', 'in', 'presidential', 'election']","['kei', '##ta', 'wins', 'mali', 'presidential', 'election']",0.4
"['nu', '##m', 'killed', 'in', 'new', 'dar', '##fur', 'tribal', 'clashes']","['nu', '##m', 'dead', 'in', 'new', 'dar', '##fur', 'tribal', 'clash']",2.8
"['protest', 'against', 'us', 'drone', 'strikes', 'in', 'pak', 'postponed']","['nu', '##m', 'killed', 'in', 'us', 'drone', 'strike', 'in', 'nw', 'pakistan']",1.4
"['nu', '##m', 'killed', 'in', 'bus', 'accident', 'in', 'pakistan']","['nu', '##m', 'killed', 'in', 'road', 'accident', 'in', 'nw', 'pakistan']",3.2
"['car', '##ney', 'sets', 'high', 'bar', 'to', 'change', 'at', 'bo', '##e']","['car', '##ney', 'sets', 'high', 'bar', 'to', 'changes', 'at', 'bank', 'of', 'england']",5.0
"['nu', '##m', 'arrested', 'after', 'deadly', 'bangladesh', 'building', 'collapse']","['four', 'arrested', 'as', 'bangladesh', 'building', 'toll', 'rises', 'to', 'nu', '##m']",2.4
"['suicide', 'bomber', 'kills', 'nu', '##m', 'at', 'us', 'base', 'in', 'afghanistan']","['suicide', 'bombers', 'attack', 'us', 'base', 'in', 'afghanistan']",2.8
"['afghan', '##s', 'flock', 'to', 'colleges', 'even', 'as', 'taliban', 'lo', '##om']","['afghan', 'district', 'governor', 'defects', 'to', 'taliban']",0.6
"['north', 'korea', 'post', '##pone', '##s', 'family', 'reunion', '##s', 'with', 'south']","['north', 'korea', 'post', '##pone', '##s', 'family', 'unions', 'with', 'south', 'korea']",5.0
"['apple', 'revenue', 'misses', 'again', 'iphone', 'di', '##sa', '##pp', '##oint', '##s']","['us', 'trade', 'agency', 'rules', 'for', 'samsung', 'ban', '##s', 'iphone', 'nu', '##m', 'imports']",0.6
"['gunmen', 'kill', 'nu', '##m', 'foreign', 'tourists', 'in', 'northern', 'pakistan']","['gunmen', 'kill', 'nu', '##m', 'foreign', 'climb', '##ers', 'in', 'pakistan']",3.4
"['david', 'beck', '##ham', 'announces', 'retirement', 'from', 'soccer']","['david', 'beck', '##ham', 'retire', '##s', 'from', 'football']",4.4
"['matt', 'smith', 'to', 'leave', 'doctor', 'who', 'after', 'nu', '##m', 'years']","['matt', 'smith', 'quit', '##s', 'bbc', '##s', 'doctor', 'who']",4.0
"['generations', 'divided', 'over', 'gay', 'marriage']","['gnu', '##m', 'summit', 'ends', 'divided', 'over', 'syria']",0.0
"['nu', '##m', 'killed', 'in', 'iraq', 'car', 'bombings']","['nu', '##m', 'killed', 'in', 'iraq', 'bomb', 'attack']",1.6
"['man', 'who', 'set', 'himself', 'on', 'fire', 'on', 'national', 'mall', 'dies', 'of', 'injuries']","['man', 'who', 'set', 'himself', 'ab', '##laze', 'on', 'national', 'mall', 'dies']",5.0
"['taliban', 'attacks', 'kill', 'nu', '##m', 'civilians', 'in', 'afghanistan']","['series', 'of', 'attacks', 'kill', 'nu', '##m', 'police', 'in', 'afghanistan']",1.4
"['egypt', 'minister', 'survives', 'assassination', 'attempt']","['syrian', 'prime', 'minister', 'survives', 'assassination', 'attempt']",1.6
"['ex', '##fi', '##rst', 'lady', 'barbara', 'bush', 'leaves', 'texas', 'hospital']","['former', 'first', 'lady', 'barbara', 'bush', 'leaves', 'hospital']",4.6
"['schumacher', 'in', 'a', 'coma', 'after', 'ski', 'accident']","['michael', 'schumacher', 'still', 'in', 'a', 'coma', 'fighting', 'for', 'his', 'life', 'following', 'skiing', 'accident']",4.0
"['nu', '##m', 'killed', 'in', 'chinese', 'police', 'station', 'attack']","['eleven', 'killed', 'in', 'china', 'police', 'station', 'attack']",5.0
"['bradley', 'cooper', 'and', 'jj', 'abrams', 'in', 'talks', 'about', 'filming', 'a', 'lance', 'armstrong', 'bio', '##pic']","['bradley', 'cooper', 'in', 'talks', 'to', 'play', 'lance', 'armstrong', 'in', 'bio', '##pic']",4.0
"['boeing', 'airline', '##r', 'crashes', 'in', 'russia', 'nu', '##m', 'killed']","['boeing', 'airline', '##r', 'crashes', 'in', 'russian', 'city', 'of', 'kazan', 'nu', '##m', 'killed']",3.8
"['eu', 'ministers', 'determined', 'to', 'resolve', 'horse', '##me', '##at', 'scandal']","['eu', 'ministers', 'hold', 'crisis', 'talks', 'over', 'horse', 'meat', 'scandal']",4.4
"['thai', 'opposition', 'party', 'to', 'boycott', 'general', 'election']","['thai', 'opposition', 'announces', 'election', 'boycott']",4.8
"['bangladesh', 'building', 'collapse', 'death', 'toll', 'hits', 'nu', '##m', 'army']","['bangladesh', 'building', 'collapse', 'death', 'toll', 'passes', 'nu', '##m']",2.6
"['ja', '##gan', 'reddy', 'shifted', 'to', 'hospital', 'power', 'crisis', 'continues', 'in', 'seem', '##and', '##hra']","['telangana', 'ja', '##gan', 'to', 'spend', 'thursday', 'in', 'hospital', 'blackout', 'continues', 'in', 'seem', '##and', '##hra']",4.2
"['central', 'african', 'republic', 'president', 'overthrow', '##n', 'by', 'rebels']","['central', 'african', 'republic', 'president', 'pm', 'stepping', 'down']",2.6
"['brazil', 'tied', 'nu', '##m', 'by', 'england', 'as', 'mara', '##cana', 're', '##open', '##s']","['brazil', 'held', 'by', 'england', 'nu', '##m', 'as', 'mara', '##cana', 're', '##open', '##s']",5.0
"['california', 'wild', '##fire', 'nu', '##m', 'on', 'the', 'lines', 'as', 'firefighters', 'labor', 'to', 'limit', 'damage', 'video']","['california', 'wild', '##fire', 'grows', 'but', 'officials', 'say', 'fire', 'crews', 'making', 'progress']",3.8
"['george', 'w', 'bush', 'warns', 'against', 'bitter', 'immigration', 'debate']","['george', 'w', 'bush', 'weighs', 'into', 'immigration', 'debate']",3.0
"['mandela', 'hospitalized', 'responding', 'to', 'treatment']","['mandela', 'hospital', '##ised', 'after', 'he', 'stops', 'talking']",3.4
"['russia', 'condemn', '##s', 'north', 'korean', 'nuclear', 'test']","['south', 'korea', 'confirms', 'that', 'north', 'korea', 'has', 'conducted', 'controversial', 'third', 'nuclear', 'test']",1.2
"['hundreds', 'of', 'bangladesh', 'clothes', 'factory', 'workers', 'ill']","['hundreds', 'fall', 'sick', 'in', 'bangladesh', 'factory']",4.4
"['yemen', 'suicide', 'bombing', 'kills', 'soldiers']","['female', 'suicide', 'bomber', 'kills', 'nu', '##m', 'at', 'russian', 'station']",2.0
"['nu', '##m', 'trapped', 'in', 'russian', 'coal', 'mine', 'blast']","['ten', 'killed', 'in', 'russia', 'coal', 'mine', 'blast']",2.8
"['thai', 'protesters', 'break', 'into', 'army', 'headquarters']","['thai', 'protesters', 'storm', 'army', 'headquarters']",4.6
"['israel', 'conducts', 'airs', '##tri', '##ke', 'on', 'syria']","['israel', 'launches', 'new', 'airs', '##tri', '##ke', 'against', 'syria']",4.4
"['police', 'fire', 'tear', 'gas', 'to', 'disperse', 'protesters', 'in', 'tunis']","['police', 'fire', 'tear', 'gas', 'at', 'protesters', 'in', 'cairo']",2.2
"['egypt', '##s', 'main', 'opposition', 'rejects', 'presidents', 'call', 'for', 'dialogue']","['egypt', 'opposition', 'mu', '##lls', 'response', 'to', 'mor', '##si', 'dialogue', 'call']",3.8
