sent1,sent2,score
indian and pakistani governments nearly engaged in a fourth conflict in num,indian and pakistani governments each conducted nuclear tests in may num,1.8
iguaran stated that the detainees will be accused of homicide criminal collaboration kidnappings and the funding of terrorism,iguaran stated that the detainees were also involved in the murders of police members of an antikidnapping group,3.8
num suspected extremists were released on bail,num suspected extremist was provisionally released without bail,2.4
num czech hospital employees are charged with human organ trafficking,the accused will be charged with international drug trafficking,0.8
this further aggravated the situation,north korea should not act further to aggravate the situation,2.0
drug lord captured by marines in mexico,suspected drug lord known as el taliban held in mexico,2.6
sc dismisses govts review plea in vodafone tax case,sc dismisses govts review petition on vodafone tax verdict,4.4
explosion hits oil pipeline in syrias homs,explosion hits pipeline as assad attacks cities,2.6
nato soldier killed in afghan attack,nato soldier killed in s afghanistan,3.8
castro celebrates numth birthday monday,fidel castro celebrates numth birthday,4.2
israel exspy warns against messianic iran war,israeli exspy boss no trust in leadership over iran  video,3.0
eye opener supreme court rules on arizona immigration law,us supreme court issues split ruling on arizona immigration law,3.8
nato traces path out of afghanistan,nato leaders commit to afghanistan transition,3.2
syria says suicide bomber kills num in damascus,damascus suicide bombing kills num,4.0
sachin tendulkar says im not god im sachin,sachin tendulkar scores crickets first numth century,0.8
australian pm gillard set to win leadership challenge,australian pm defiant under pressure over leadership,2.4
obama backs philippines over south china sea,obama says clear rules needed to calm south china sea,2.4
teenager in china kills num wounds num in knife attack,teenager kills num in knife attack,3.2
syrian rebels move command from turkey to syria,free syrian army moves headquarters from turkey to syria,3.8
knesset speaker obama reelection bad for israel,num states sue over obama administrations birth control rule,0.4
greece bond exchange the largest debt restructuring in history,greece secures biggest debt deal in history,2.8
putin wins russian presidential election,polls open in russian presidential election,1.0
indian finance minister quits to run for president,julian assange plans to run for australian senate,0.2
jerry sandusky found guilty in child sex abuse trial,sandusky found guilty in child sex abuse trial,3.8
three tibetans selfimmolate in western china report,num tibetans selfimmolate in china,2.4
white house in damage control over obama supreme court remarks,fact check obamas supreme court remarks,3.6
annan warns talks of syria risks,putin annan meet on syria crisis,2.0
quartet calls on israelis palestinians to end irritants,occupation to confiscate num dunums of palestinian land in deir estia,1.4
saudis to permit women to compete in olympics,saudi women allowed to compete at olympics,4.8
nigeria university mass attacked by gunmen,nigeria university bombed in north,2.2
chinas cabinet promises to boost economy,chinas wen promises job creation,3.2
tropical storm isaac boosts jobless claims,tropical storm joyce forms stays in open atlantic,1.0
freddie starr arrested in savile abuse probe,third man arrested in savile sex abuse probe,3.2
romney announces paul ryan as running mate,romney names ryan as running mate,5.0
stocks rise early after greek deal then flatten,stocks edge higher after greek debt deal,3.6
suicide bombing rocks elite yemen military camp,suicide bombers attack yemen military posts,4.0
nato num international troops killed in afghanistan,three nato troops killed in one day in afghanistan,2.2
moscow protesters demand vladimir putins resignation,moscow protest against vladimir putin smaller and quieter,1.8
french election turnout higher than expected,french presidential election first round  live updates,1.0
australia to establish the worlds largest marine reserve,australia creates worlds largest marine reserves,4.4
two us soldiers shot killed by afghan soldier,two british soldiers killed by afghan policeman,1.6
italy soldiers die in afghanistan,two uk soldiers killed in afghanistan,1.4
abbas to lead palestinian unity government,abbas proposed as pm in interim unity government,4.0
egypts coptic church names new pope,egypts coptic church prepares to choose pope,2.8
malawi officially confirms presidents death,malawi confirms president mutharikas death,3.6
malis tuareg rebels declare independence,mali rebels declare independent azawad,3.8
lance armstrong stripped of tour de france titles,lance armstrong plots strategy after loss of titles,1.4
egypt votes on final day of presidential election,polls open in france for presidential election,1.0
is madeleine mccann still alive,reopen madeleine case police urge,0.6
aussie surfers find stricken asylum seekers,mayday fears for asylum seekers,1.4
isaf num coalition troops killed in attack involving afghan police,nato says four troops killed in insider attack in afghan south,3.0
un security council unanimous vote on syria,un security council to vote on up to num syria monitors,3.2
gunman kills num in shooting at wisconsin sikh temple,gunman kills six in shooting at sikh temple in wisconsin,5.0
audi to buy motorcycle maker ducati,probe into motor insurance market,0.6
china news agency still hope for syria peace,china state news agency theres still hope for syria peace,4.2
num dead in suicide attack on yemen police academy,au forces intensify attack on somali rebels,0.4
south korea orders immediate shutdown of num nuclear reactors,south korea to boost nuclear power,1.2
us allies to set demands for iran nuclear talks,iran wont accept preconditions to nuclear talks,1.6
aol says to sell num patents to microsoft for num bn,aol to sell num patents to microsoft for num billion,4.8
thousands of troops to march for jubilee,thousands flock to amsterdam for queens day,1.2
middle east israel hamas leader convicted,middle east iraq num prisoners escape in kirkuk,0.8
navy jet crashes into apartment building,us navy jet crashes into apartment block,4.2
woman dies after abortion refusal,woman dies after cliff collapses in dorset,0.6
us and turkey weigh nofly zones for syria,us and turkey tighten coordination on syria,2.2
death toll rises to num after brazzaville blasts,rep of congo num dead after arms depot blasts,3.6
ill have another retired to stud,ill have another wins preakness,1.0
syria journalists rescue bid fails,journalists smuggled out of homs,0.6
new sex claim hits secret service,new rules for us secret service,1.8
rimsha masih released on bail,mandela released from hospital,0.0
num person killed in sectarian clashes in lebanon,num killed in iran earthquake,0.0
gains in financial stocks push up european equities,british christians take complaints to european court,0.0
turkey raises alarm over syrian refugees,turkey seeks to relocate some syrian refugees,1.6
suspected alqaeda financier arrested in france,three al qaeda suspects arrested in spain,1.6
no damage tsunami after num quake hits off indonesias sumatra,num quake hits indonesia s sumatra usgs,1.6
israeli air strikes kill num in gaza,israel air strikes kill num in gaza death toll now at num,2.2
num killed num wounded in wave of bombings in iraq,num killed num wounded in car bombs in iraqs kirkuk,1.4
palestinian prisoner ending hunger strike after deal,israel to free palestinian hunger striker,2.0
hezbollah confirms it sent drone downed over israel,hezbollah says it sent drone over israel,3.4
rebel fighters capture syrian soldiers,free syrian army captures syrian officers,3.2
colorado shooting suspect was under psychiatrists care,doctor treating aurora shooting suspect had medical reprimand,2.4
num quake rocks indonesias papua usgs,num quake rocks indonesias papua us geological survey,4.8
what time is andy murray v roger federer in the wimbledon mens final all you need to know about the big game,what time is the paralympic opening ceremony everything you need to know about the big curtainraiser,0.4
new jersey school bans hugging,us school bans hugging,3.6
iran islamic republic of iran steps up relief efforts after quakes kill num,iran steps up relief efforts after quakes kill num,4.6
tsunami warning issued for southern alaska,tsunami warning after canada quake,2.4
no evidence in afghanistan massacre case,us toll in afghanistan hits num,0.8
cashrich apple to pay dividend buy back shares,apple to pay numshare dividend buy back numb stock,3.8
two reported dead in shooting at empire state building in ny,num dead in shooting outside empire state building,4.6
australian unemployment up to num percent,french unemployment rate rises to num percent,1.0
shares move higher on wall street,sandy strengthens as nears coast wall street shut,0.4
halliburton numq income rises num pct,halliburton qnum profits rise on strong north america sales,2.6
num killed in shrine bombing in northwest pakistan,num killed in us drone strike in nw pakistan,0.8
china stocks close mixed friday,china stocks open lower friday,1.6
india bans bulk texts after riots,tunisia lifts curfew after riots,0.8
un monitors yet to reach site of syrian massacre  video,un monitors shot at on way to syrian massacre site,2.4
yorkshire soldier killed in afghan bomb blast,soldier killed in afghanistan blast,3.6
radical islamists in mali enlist new militia,local militia bolsters islamist militants in mali,3.75
olympics opening ceremony a hit around globe,opening ceremony gives olympics a rocking start,4.2
man killed in french terror raid,man dies in french antiterror operation,4.8
capello quits as england manager,capello resigns as england manager,5.0
one dead in ohio school shooting,num dead num wounded in ohio school shooting,3.2
num palestinians killed in israeli airstrikes,four palestinians killed in iaf strike,2.4
pakistan condemns us drone strikes,pakistan convoy heads to protest us drone strikes,3.2
massive hurricane sandy bears down on us east coast,hurricane sandy gains speed batters us east coast,4.0
sarkozy to file complaint in gadhafi funding claim,sarkozy to sue after gaddafi cash claim bursts into campaign,3.6
the notes must reads for wednesday july num num,the notes mustreads for wednesday may num num,2.0
iran will attack tel aviv if israel strikes,senior cleric iran will attack tel aviv if israel strikes,4.4
gusmao consolidates power in east timor elections,supreme court possibilities if romney wins election,0.0
pena nieto wins mexico presidential vote exit polls,poll putin to win russia presidential vote,0.6
syria tells russia some troops have pulled out of homs,syria says troops have begun pullout  video,3.4
nigeria plane crash no survivors,num chinese among nigeria plane crash victims,2.6
explosion at venezuela refinery kills at least num,venezuela mourns oil refinery blast deaths,2.8
strong earthquake hits mexico,strong earthquake strikes near acapulco,3.6
russia china veto un resolution on syria killings,russia china in double veto of un syria resolution,3.8
pakistani plane crashes with num on board,pakistani plane crashes with num people on board,2.6
un security council orders global sanctions against haqqani network in afghanistan,un orders global sanctions against haqqani network,4.4
erdogan and putin talked in raised voice,foreign militants killed in somalia in strike on car,0.0
saudi arabia arrests suspected militants with alqaeda links,saudi arabia arrests suspected militants state media reports,4.0
hurricane sandy closes in on us east coast,hurricane sandy takes aim at us east coast,4.8
chicago teachers strike vacations for students for good or ill,chicago teacher strike poses test for unions,2.2
panetta says afghanistan role to shift from combat in num,panetta afghanistan tops nato conference topics,1.6
four men admit london stock exchange bomb plot,four men admit london bombs plot,4.0
israel threatens action against gaza aid ship,israel attacks in gaza strip after rocket fire,1.6
bodies found at russian jet crash in indonesia,num bodies found at russian jet crash in indonesia,3.8
syria urges refugees to return,syrias tenuous truce takes hold,1.0
us soldier kills up to num civilians in afghanistan,us soldier kills up to num afghan civilians in shooting spree,4.2
rupert murdoch i was the victim of a cover up,rupert murdoch set for second day of grilling,1.2
barack obamas bodyguards sent back to us after prostitution scandal,barclays boss falls to rate fixing scandal,0.4
chinas yuan rises to new high against usd wednesday,chinas yuan advances to num against usd wednesday,3.8
nissan to sell steerbywire cars,nissan to offer steerbywire systems in some infiniti cars,4.0
tibetan monk dies after setting himself on fire in protest against chinese rule,teenage tibetan monk dies after setting himself on fire in china,3.8
mumbai is numnd costliest indian city to live in,tech capital bangalore costliest indian city to live in survey,1.0
man num quizzed over teen murder,man quizzed over meganleigh murder,3.8
israel kills hamas commander bombs gaza targets,israel airstrikes kill hamas commander num others,3.4
gusmao consolidates power in east timor elections,gusmao powers on in east timor,3.6
un monitors yet to reach site of syrian massacre  video,un monitors unable to reach site of syria killings,4.4
nato condemns syrias downing of turkish military jet,nato strongly condemns syrias downing of turkish jet,4.8
syria rebels attack lebanese post near border army,turkish army stages tank exercises near syria border,0.8
five killed in china building collapse,at least num killed in syria saturday,0.2
syrian forces launch new attacks,syria forces launch aleppo attack,3.4
gazans fire num rockets into israel no injuries,gazans fire num rockets cabinet approves reserve callup,1.4
former nazi death camp guard demjanjuk dead at num,john demjanjuk convicted nazi death camp guard dies aged num,4.6
boris johnson reelected london mayor,johnson reelected london mayor,3.8
breivik drops farright salute in court,breivik gets numyear sentence,1.0
second teenager charged with murder,brother of eastenders actress gemma mccluskie is charged with her murder,1.4
french fear new serial killer after murders,jersey murder trial killer hearing voices,0.8
us madoff brother to plead guilty in ny in fraud,madoffs brother to plead guilty to fraud,4.2
hollande defeats sarkozy in french presidency vote,polls open across france in presidential election,1.8
libyan government retakes tripoli airport,libyan militia takes control of tripoli airport,3.2
clinton warns kenya of cost of election violence,clinton warns kenya on cost of election unrest,4.6
arkansas supreme court strikes down execution law,arkansas justices strike down death penalty,4.6
s africas former president mandela discharged from hospital,mandela discharged from hospital,4.2
un envoy in turkey for talks on syria,nz to increase exports to china,0.2
islamist morsi wins egypts presidential election,alshater to run in presidential election in egypt,1.0
donna summer the queen of disco,donna summer queen of disco dies at num,1.6
bangladesh muslims torch buddhist shrines police say,muslims torch buddhist temples,3.6
us drone kills five militants in pakistan,six police officers killed in attacks in dagestan,0.4
mali future interim president readies to take office,pope rips into dissident priests on celibacy,0.0
num killed num injured in latest cairo clashes,num killed num injured in e afghan airport suicide blast,1.2
romney wins maine republican caucuses,romney in comeback has narrow maine caucus win,3.8
court in bahrain rejects medics last rally appeal,bahrain rejects activists appeal,3.8
hurricane sandy powers toward eastern seaboard,hurricane sandy moves towards us,3.6
clinton calls for friends of syria to unite,plastic artist calls for greater support for new talents,0.0
jk rowling launches her first adult novel,syria launches ground assault in aleppo,0.0
algerian government parties dominate elections,algerian national turnout of parliamentary vote reaches num pct,2.4
security official killed in yemen,security personnel killed in pakistan raid,0.6
us stocks fall as greek talks lumber apple falls,us stocks slip on wall street as greek talks drag on,3.2
romney picks ryan as vice presidential running mate source,romney to tap ryan as vice presidential running mate,5.0
nato sticks to transition roadmap in afghanistan rasmussen,nato helicopter makes hard landing in e afghanistan,1.0
mubarak faces verdict in murder trial,mubaraks sons face new charges of insider trading,1.4
no blocks to investment,india allows pakistan investment,2.0
blast kills num in northwestern pakistan,bomb kills num in northwest pakistan,2.6
num aid workers freed in operation in afghanistan,suicide bomber kills num at mosque in afghanistan,0.8
two nato soldiers killed in afghanistan,nato soldier killed in afghan blast,3.6
nadal tumbles into french open final,nadal through to seventh french open final,4.0
russian tv reports foiled attempt on putin,russia ukraine foiled plot to kill putin report says,3.2
putin claims victory in russias presidential election,putin wins disputed russian presidential election,4.4
remains of num bodies found in mexican cave,remains of num people found in mexico cave,5.0
orphaned alps massacre girl returns to uk,alps attack girl returns to uk,4.0
obama team raises debate stakes,obama takes offensive against romney in debate,2.8
two kenyan ministers among num killed in plane crash,poland honors president killed in num plane crash,0.8
thousands gather for new russian antiputin rally,thousands gather in moscow for rival rallies,2.8
google names new motorola mobility ceo,google appoints dennis woodside to run motorola mobility,3.8
massive hurricane sandy bears down on us east coast,hurricane sandy takes aim at us east coast,4.4
another rocket hits eshkol no injuries,num rockets hit eshkol none injured,3.4
thousands more syrian refugees flee to turkey overnight,num syrian refugees flee to turkey overnight,3.8
assange appeals extradition to uks top court,assange to appeal extradition to uks top court,4.0
strong quake jolts most parts of pakistan,strong quake hits eastern indonesia,2.0
lebanese gunmen clash over syria crisis,syrians hold solution to syria crisis,1.0
mob kills man for burning quran,pakistani mob kills man for burning koran,4.0
us drone strike kills four in north waziristan,us drone strike kills num in northwest pakistan officials,1.8
salvador dali painting snatched from new york gallery,salvador dali painting snatched in nyc,4.6
putin claims victory in russias presidential election,will putins election victory in russia be greeted with protests,1.8
sarkozy announces reelection bid,frances nicolas sarkozy makes his reelection bid official,4.2
us uk in pact to release emergency oil stocks,us uk set to agree emergency oil stocks release,4.6
eurozone unemployment stays at record num percent,eurozone unemployment at record high in june,3.0
french socialist party wins parliament victory,french socialists win absolute parliament majority,3.8
salafi islamists police clash in tunis  witnesses,second islamist hunger striker dies in a tunisian prison,0.6
strausskahn investigated in french prostitution ring,dominique strausskahn faces questions over french prostitution ring,3.8
romney wins florida republican primary,romney eyes us republican primary endgame,1.8
us drone strike kills four in north waziristan,suspected drone strike kills num in pakistan,2.6
num traffic accidents leave num dead in china,num traffic accidents leave num dead in china,2.4
head of cia resigns over affair,hall of fame beckons for capriati,0.0
frances strausskahn charged with involvement in prostitution vice ring,strausskahn charged in prostitution vice ring,4.0
sony reports record annual loss,sony forecasts record annual loss of numbn,3.6
num killed in gaza in israeli airstrikes,ictu ibec in move on airline strike,0.4
num killed in attacks after deadly iraq day,num killed in iraq attacks ahead of ramadan end,1.4
barclays hit by fresh us investigations,barclays hit by fresh us probe,4.4
us closes embassy in syria ap,closed roads in armenia,0.4
eu heaps new sanctions on syria,eu imposes new sanctions on syrian regime,4.4
russians rally against putins rule,tens of thousands rally against putins rule ap,3.4
bahrain grand prix underway amid protests,bahrain race goes ahead amid unrest,4.0
china stocks open flat monday,chinese stocks open mixed wednesday,1.4
sheryl crow says has benign brain tumor,sheryl crow has a benign brain tumor,4.6
afghan parliament approves usafghan security pact,afghan parliament approves us partnership,3.8
two german tourists two pilots killed in kenya air crash,senator reid involved in las vegas car crash cnn,0.6
israeli palestinian negotiators quietly meet,israeli palestinian negotiators meet in jordan,3.6
us astronaut neil armstrong dead at num,us astronaut neil armstrong dies,3.6
amnesty syria rebels also committing abuses,amnesty investigator syria rebels also committing abuses,4.2
mitt romney wins republican primary in indiana,romney wins florida republican primary,1.6
east german rights activist gauck elected president,joachim gauck elected as german president,4.0
south africa starts investigating mine violence,south africa hosts peace talks in mine standoff,2.4
num dead num injured in sw china accident,num dead and num missing in india boat accident,0.4
santorum romping to minnesota victory,santorum wins kansas caucuses,1.0
space legend neil armstrong dies,first man on moon neil armstrong dies at num,4.0
us and turkey weigh nofly zones for syria,turkey us weigh nofly zones for syria,4.8
man arrested over double murder,wa man arrested in police drug raid,0.8
florida counties extend early voting,fla democrats want extended early voting hours,2.8
warship sets sail for falklands,british warship sets sail for falklands,3.8
newcastle num liverpool match report pictures  video highlights,qpr num west ham match report pictures  video highlights,1.0
palestinian prisoners to end hunger strike,progress reported in palestinian prisoner hunger strike talks,2.8
police four killed in german hostage taking incident,palestinians num killed in idf strike in northern strip,1.0
egypt lets mubarak pm back in presidential race,egypt confirms mubaraks pm back in presidency race,4.25
syrian journalists killed in capital,us marines killed in base attack,0.6
gop candidate romney to call to arm syrian rebels,us helping get arms to syria rebels,2.4
un observer patrol arrives at syria massacre site,un observers reach syria massacre village,4.4
american airlines and pilots agree on a new contract,romney pledges to stand with israel on iran threat,0.0
greek pm to announce new election,greek pm calls for may num general election,2.8
government of canada supports montréal women leading change,government of canada supports womens safety in regina,1.6
no problem if mulayam forms third front congress,no problem if mulayam forms third front digvijay,3.2
bradley triumphs at firestone as furyk fades,bahrain court upholds sentences against uprising leaders,0.0
plane crash in ghana kills at least num,plane crash in ghana how the international media reported it,2.2
six us troops killed in afghan bomb attack,num nato troops killed in afghanistan,1.8
syria forces launch aleppo attack,syrian forces kill num ahead of annan peace mission,1.6
romney obama fight for edge on medicare,obama romney compete for undecideds stoke base,1.0
bbc director general resigns over shoddy journalism,bbc director general resigns amid newsnight scandal,3.6
rick santorum wins kansas caucuses,rick santorum notches a victory in kansas caucuses,4.8
in islamistled egypt coptic church names new pope,egyptian christians choose new pope,3.2
us pledge to rebuild haiti not being met,us pledge to rebuild haiti not being met,5.0
chinese stocks close higher thursday,chinese stocks open mixed wednesday,1.0
greece to vote on num budget protesters gather,greece to vote on num budget,3.6
us eu cautiously welcome irans proposal to restart nuclear talks,us eu welcome irans offer to restart nuclear talks,4.0
clinton warns kenya of cost of election violence,clinton warns kenya on repeat of num vote chaos,2.8
antiamerican protests over film expand to nearly num countries,antiamerican fury sweeps middle east over film,3.8
journalists hail london olympics opening,israeli delegation marches in num olympics opener,1.0
aust stocks open lower,tokyo stocks open lower,1.5
wikileaks begins publishing two million syria emails,wikileaks releasing trove of syria documents,3.4
palestinians num gaza militants killed in israeli airstrike on coastal strip,officials gaza man killed in israeli airstrike ap,3.0
malis president hands in resignation,malis president formally resigns,4.6
three killed in nigeria suicide bombers attack,num killed in nigeria cattle market attack,1.4
factboxsecurity developments in iraq february num,factboxsecurity developments in pakistan march num,1.6
hrw jordan biased against palestinians from syria,jordan biased over palestinians from syria,4.2
israel among top arms exporters in world report,israel among top arms exporters and importers,3.8
egyptians to vote for new president,somali mps to elect new president,0.8
federer wins numth wimbledon title,federer captures numth wimbledon title,5.0
qaida leader calls for kidnap of westerners in egypt,alqaida leader urges kidnapping of westerners,3.6
china stocks close mixed friday,chinese stocks close higher midday friday,2.6
num killed in bus crash,num killed in crash in india,1.6
putin sworn in as russian president,putin sworn in as russias president for num years,4.0
china trade returns to surplus in march,tense calm returns to south tel aviv,0.0
highlights of the vice presidential debate,five things to watch in the presidential debate,2.2
full episode nightline num katie holmes tom cruise to divorce,custody images at stake in cruiseholmes divorce,1.4
syrian regime denies role in houla massacre,syria blames rebels for houla massacre of over num,3.0
south sudan accuses sudan of bombings ahead of talks,s sudan accuses sudan of bombing in blow to talks,4.4
nine killed in gun attack in pakistan,five million citizens get unofficial salary in ukraine,0.0
syria demands guarantees rebels say peace plan doomed,syria demands written guarantee for troop pullback,3.2
minn terminal reopens after evacuation,minn terminal reopens after bag causes evacuation,3.8
golf westwood takes lead in dubai desert classic,westwood in front a dubai desert classic,4.0
sudan blocks youtube over antiislam film,pakistans pm orders youtube halt over antiislam film,2.8
polls open in russian presidential election,polls close in senegals presidential election,1.4
chavez leaves again for cuba for radiotherapy,chavez set for more radiotherapy in cuba,4.4
romanian president declared victory,chinese president concludes state visit to denmark,0.6
russians rally support for orthodox church over pussy riot controversy,russian orthodox church rallies faithful after criticism,3.6
clinton lands in india to breathe life into ties,clinton warns against undermining grameen bank,1.4
mali interim leader takes office,malis interim president sworn into office,4.2
putin declares victory in russian presidential vote,putin wins russias presidential election,3.8
al renews condemnation on syrias violence,us closes embassy in damascus due to syria violence,1.6
eu slaps sanctions on assad family,eu sanctions assads wife mortars hit homs,3.4
air force instructor faces sentencing for rape,women testify at air force instructors sentencing,1.8
more than num striking miners killed,more than num striking miners killed in south africa,3.8
iron dome intercepts num rockets,iron dome intercepts two rockets fired at beersheba,2.6
mali islamists destroying more timbuktu shrines,mali islamists destroy more holy timbuktu sites,4.5
china stocks end higher on pmi at midday,chinese stocks open higher thursday,1.8
scientists resurrect flowers from prehistoric seeds,nintendo trims red ink lowers forecast for year,0.0
man convicted in vatican leaks case,butler to be tried in vatileaks case,2.6
romney paul vie for maine caucus win,romney has narrow maine caucus win,2.8
sectarian clashes rock lebanese city of tripoli,sectarian clashes rock lebanese city num killed,3.8
repsol blasts argentina over nationalization of ypf,repsol blasts argentina over oil nationalization,3.4
several dead num injured in argentina train crash,num feared dead in buenos aires train crash,1.4
aung san suu kyi to address british mps,burmas aung san suu kyi to address parliament on june visit,4.0
sheriff man recovers stolen car num years later,us man recovers car num years after theft,4.0
google ceo says android important not critical,larry page says android important not critical,4.0
iran may cut oil exports to more eu states,iran mps say ready to ban oil exports to some eu states,3.6
factory fires kill at least num in pakistan,at least six dead in pakistan gunfight,0.8
australian among four on plane missing in indonesia,iranian painter mansoureh hosseini dies,0.0
romney vows to restore promise of america,romney promises to restore america,3.8
santorums numyearold daughter hospitalized,kony num director hospitalized,0.6
mandela released from hospital,israeli president released from hospital,1.2
jaya prada all set to join bjp,jaya prada likely to join bjp amar singh to decide for her,3.8
hezbollahs nasrallah warns us over antiislam film,hezbollah calls for more antiislam film protests,2.8
nadal tops djokovic for numth french open title,tennis nadal defeats djokovic for monte carlo title,3.2
childcare costs rise by nearly num,childcare costing num a year,3.0
obama urges decisive action on europe debt crisis,obama urges europe to act quickly on crisis,3.4
beef burger mix recalled over salmonella concerns,choc powder recalled over salmonella concerns,1.0
obama romney prepare for first debate,obama romney prepare to debate,4.2
first significant gas found offshore kenya,raiders kill num in latest land clashes in kenya,0.8
red cross worker killed in pakistan,kidnapped uk aid worker killed in pakistan,2.2
num rockets fired from gaza into southern israel none hurt,ten rockets from gaza land in southern israel none hurt,3.4
us soldier killed in shooting incident in s afghanistan,five nato soldiers killed in afghanistan,1.6
polls close in egyptian presidential election,press releases yemeni presidential election,0.8
police did not link savile claims,bbc faces questions for pulling savile case,1.2
eurozone unemployment stays at record num percent,eurozone unemployment hits record high,3.4
james murdoch quits bskyb,james murdoch quits role at bskyb,4.2
iconic science fiction writer ray bradbury dies at num,science fiction legend ray bradbury dead at num,4.8
egypt presidential election may num,us presidential election num,0.6
four french soldiers killed in afghan suicide blast,four foreign soldiers killed in afghan east,3.4
un observers find traces of syrian massacre,un team investigates syrian massacre,4.0
ap poll majority in us have prejudice against blacks,ap poll majority harbor prejudice against blacks,3.6
ap source redskins to trade for no num pick,redskins trade for no num pick,4.2
china says defense budget to rise num in num,chinas defence spending to rise num,4.0
string of iraq blasts kills at least num,strong italy quake kills at least six,0.0
ecuador president correa says no decision made on assange asylum,ecuador yet to decide on assanges asylum,3.8
us offers usnum mil for pakistan militant,us offers num million for pakistani militant chief,3.8
num nato troops killed in afghanistan ied attack,num nato troops killed in afghanistan,3.8
osama bin laden wives to be jailed,osama bin laden movie to be filmed in india,0.8
egyptians vote in landmark presidential election,egyptians go to polls in historic election,4.0
jetblue pilot who disrupted flight declared insane not guilty,jetblue pilot who caused disruption on flight not guilty,3.8
tsunami warning no need for sa to panic,tsunami warning after aceh quake,2.2
us hands over bagram prison to afghan authorities,us transfers bagram prison to afghan control,4.8
jeremy hunt distances himself from adviser who overstepped the mark,jeremy hunt clings on as spad quits over news corp emails,2.0
obama praises uslatin america trade ties,obama secret service agents sent home,0.4
blitzbokke ousted by fiji,blitzbokke beaten by nz,2.0
obama and romney focus on swingstates,team anna yet to decide on contesting state polls,0.4
grenade attack kills one and injures at least num,sex attack on woman investigated,0.2
scores of bodies found in syria,eight more bodies found on ship,1.4
shooter charged with murder of us black teen,thoughts on race relations under a black president,0.8
jonny bairstow and eoin morgan shine for england in mumbai,bairstow hits ton in india tour match,1.8
how wind farm developers use camera tricks to make turbines look smaller than they really are,wind farm developers using tricks to make turbines look smaller,4.4
us drone kills six militants in pakistan officials,us missiles kill num in pakistan officials,2.4
nigeria nigerian troops swarm after num killed in student massacre,nigeria police make arrests after college massacre,2.6
nerves calmed  for now  markets jump on relief over spanish bank bailout,focus shifts to greece after spain secures bank bailout,2.2
heavy fighting reported in syrias aleppo,heavy fighting reported in damascus,1.4
france says greece must show credibility for eurozone,frances hollande backs greece but urges credible reform,1.8
avengers sets box office record,the hunger games breaks us box office record,1.2
num french soldiers reported killed in afghanistan,british soldier killed in afghanistan,1.0
spanish bailout dilemma gets more acute,spanish dilemma gets more acute,3.4
nato soldier dies in afghanistan,two aust soldiers wounded in afghanistan,0.6
chinese stocks open lower wednesday,china stocks open lower friday,2.4
palestinian leadership condemn israeli fm call to oust abbas,palestinian leadership backs fatahhamas doha deal,1.0
mitt romney wins maryland gop primary,romney wins maryland republican primary,4.8
man finds car on ebay num years after it was stolen,texas man finds his car num years after it was stolen,3.6
sylvester stallones son found dead in hollywood,sylvester stalloneâs son sage stallone found dead in hol,3.4
nato num aid workers rescued from afghan insurgents,num aid workers freed in operation in afghanistan,2.8
russia jails pussy riot protest punks for two years,russian court to rule in pussy riot trial,1.8
israel bars german writer grass from visiting over poem,israel bars german author grass over poem,4.4
the notes mustreads for august num num,the notes must reads for wednesday july num num,1.8
nato us troop detained over shooting of afghan civilians,us says saddened by shooting on afghan civilians,2.4
hollande wins french presidential election,east timor votes in presidential election,1.6
military syria chemical stocks threaten israel,russia tells syria chemical arms threat is unacceptable,1.8
fitch upgrades ford to investment grade,fitch restores ford credit to investment grade,3.6
syria peace plan conditions unacceptable opposition says,syria peace dashed as deadline passes,2.0
clashes as greeks protest against more cutbacks,clashes erupt as greek vote nears,2.4
num dead num hurt num missing in mont blanc avalanche,num dead several missing in mont blanc avalanche,2.4
taliban pose as attractive women on facebook for spying,taliban soldiers posing as pretty women on facebook to get troops secrets,4.6
china activist chen lands in us,chinese activist renews call to fight injustice,1.2
city room empire state building shooting,num dead in shooting outside empire state building,3.2
mohamed morsi sworn in as eygptian president,mursi sworn in as egyptian president,4.4
attack on nato base in afghanistan kills num,aid workers freed in afghanistan raid,1.0
yemen suicide blast drone attack kill at least num,spate of iraq attacks kill at least six,1.0
torres moving on after olympic bid fails,torres finishes numth misses out on sixth olympics,3.0
pakistan begins demolition of bin laden compound,pakistan demolishes osama bin laden hideout,2.8
sudan blames israel for khartoum arms fire,sudan accuses israel of airstrike on arms factory,3.6
housesenate deal reached on payroll tax measure,negotiators reach deal on congress payroll tax cut bill,3.8
tropical storm isaac drenches haiti swipes cuba,tropical storm isaac threatens dam,1.4
foreign propalestinian activists seek to enter west bank,num propalestinians seek to enter israel at allenby,2.2
world stocks rise on hopes for eu us stimulus,stocks rise on hopes for a fed stimulus,3.0
gore vidal dead at num legendary author playwright and politician dies,gore vidal celebrated author playwright dies at num,4.0
world stocks fall before greek debt deal deadline,asia stocks fall ahead of greek debt deal deadline,2.4
south africa police shot dead num miners,south africa police say they killed num miners,4.2
isaac drenches haiti heads toward cuba florida,isaac nears haiti with homeless quake population,2.4
britain reaches out to syria opposition,who cares about the syrian people,1.2
obama relaxes deportation rules for young immigrants,us relaxes deportation rules for young people napolitano,4.0
microsofts surface a big bet on future analysts,microsofts surface tablet promising but questions remain,3.8
whitey bulgers girlfriend gets num years,mobster whitey bulgers girlfriend gets num years,3.6
